ref,experiment,Description,Notes
Fluvia Estelle Max 10 samples,"extracted with MN, sometimes with Qiagen, 7d, 14d and RPA, check notes about samples","10 samples, of which 6 are Solanum Lycopersicum, sometimes multiple genes and sometimes not.",
